codigo_ocorrencia3,fator_nome,total_fatores,fator_humano,fator_operacional,fator_material,fator_meteorologico,fator_outro
43724,JULGAMENTO DE PILOTAGEM,1,0,1,0,0,0
43725,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM,SUPERVISÃO GERENCIAL",3,0,3,0,0,0
43726,"APLICAÇÃO DE COMANDOS,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,PLANEJAMENTO GERENCIAL,POUCA EXPERIÊNCIA DO PILOTO",6,0,6,0,0,0
43731,"MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",2,0,2,0,0,0
43732,"INFRAESTRUTURA AEROPORTUÁRIA,PLANEJAMENTO GERENCIAL,SUPERVISÃO GERENCIAL",3,0,3,0,0,0
43774,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
43776,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",3,0,3,0,0,0
43778,"MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",2,0,2,0,0,0
43808,"ATITUDE,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,POUCA EXPERIÊNCIA DO PILOTO,PROCESSO DECISÓRIO",5,2,3,0,0,0
43809,"JULGAMENTO DE PILOTAGEM,PESSOAL DE APOIO,PLANEJAMENTO DE VOO,PLANEJAMENTO GERENCIAL,SISTEMAS DE APOIO,SUPERVISÃO GERENCIAL",6,1,5,0,0,0
43870,"MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",2,0,2,0,0,0
43899,"FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,MANUTENÇÃO DE AERONAVE,PROCESSOS ORGANIZACIONAIS",3,2,1,0,0,0
43901,"APLICAÇÃO DE COMANDOS,COORDENAÇÃO DE CABINE,JULGAMENTO DE PILOTAGEM,POUCA EXPERIÊNCIA DO PILOTO",4,0,4,0,0,0
43906,"APLICAÇÃO DE COMANDOS,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM",3,0,3,0,0,0
43908,"INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,SUPERVISÃO GERENCIAL",4,0,4,0,0,0
43909,"APLICAÇÃO DE COMANDOS,POUCA EXPERIÊNCIA DO PILOTO,SUPERVISÃO GERENCIAL",3,0,3,0,0,0
43910,"PLANEJAMENTO DE VOO,SUPERVISÃO GERENCIAL",2,0,2,0,0,0
43977,"PESSOAL DE APOIO,SUPERVISÃO GERENCIAL",2,0,2,0,0,0
43978,INCONSCIÊNCIA,1,1,0,0,0,0
43988,"JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",2,0,2,0,0,0
43989,"ATITUDE,COORDENAÇÃO DE CABINE,DINÂMICA DE EQUIPE,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE,MEMÓRIA,PERCEPÇÃO,PROCESSO DECISÓRIO,PROCESSOS ORGANIZACIONAIS",10,7,3,0,0,0
43992,"JULGAMENTO DE PILOTAGEM,PESSOAL DE APOIO,PLANEJAMENTO DE VOO,PLANEJAMENTO GERENCIAL,SUPERVISÃO GERENCIAL",5,0,5,0,0,0
43998,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
44001,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
44003,"INFRAESTRUTURA AEROPORTUÁRIA,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO",4,1,3,0,0,0
44078,"MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",2,0,2,0,0,0
44079,"INDISCIPLINA DE VOO,PLANEJAMENTO DE VOO,SUPERVISÃO GERENCIAL",3,0,3,0,0,0
44081,"ATITUDE,CULTURA ORGANIZACIONAL,DINÂMICA DE EQUIPE,PERCEPÇÃO,PESSOAL DE APOIO,PLANEJAMENTO DE VOO,PROCESSOS ORGANIZACIONAIS,SUPERVISÃO GERENCIAL",8,5,3,0,0,0
44118,"COORDENAÇÃO DE CABINE,INDISCIPLINA DE VOO,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,OUTRO FATOR,PLANEJAMENTO DE VOO,POUCA EXPERIÊNCIA DO PILOTO,SUPERVISÃO GERENCIAL",8,0,7,0,0,1
44140,"INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,SUPERVISÃO GERENCIAL",4,0,4,0,0,0
44188,INDISCIPLINA DE VOO,1,0,1,0,0,0
44244,"APLICAÇÃO DE COMANDOS,OUTRO FATOR",2,0,1,0,0,1
44248,"ATITUDE,CONDIÇÕES METEOROLÓGICAS ADVERSAS,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",4,1,2,0,1,0
44316,"COORDENAÇÃO DE CABINE,CULTURA ORGANIZACIONAL,ESTADO EMOCIONAL,LIDERANÇA",4,3,1,0,0,0
44336,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM,POUCA EXPERIÊNCIA DO PILOTO,SUPERVISÃO GERENCIAL",4,0,4,0,0,0
44339,"JULGAMENTO DE PILOTAGEM,PESSOAL DE APOIO,PLANEJAMENTO DE VOO",3,0,3,0,0,0
44377,"APLICAÇÃO DE COMANDOS,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,POUCA EXPERIÊNCIA DO PILOTO,SUPERVISÃO GERENCIAL",5,0,5,0,0,0
44399,"INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,SUPERVISÃO GERENCIAL",4,0,4,0,0,0
44402,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
44436,"APLICAÇÃO DE COMANDOS,ATITUDE,CULTURA DO GRUPO DE TRABALHO,CULTURA ORGANIZACIONAL,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,ORGANIZAÇÃO DO TRABALHO,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO",9,5,4,0,0,0
44437,"APLICAÇÃO DE COMANDOS,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,SUPERVISÃO GERENCIAL",4,0,4,0,0,0
44458,"MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",2,0,2,0,0,0
44463,"INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,SUPERVISÃO GERENCIAL",3,0,3,0,0,0
44464,"CONDIÇÕES METEOROLÓGICAS ADVERSAS,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",4,0,3,0,1,0
44484,"APLICAÇÃO DE COMANDOS,ATITUDE,CULTURA DO GRUPO DE TRABALHO,CULTURA ORGANIZACIONAL,ESTRESSE,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE,MOTIVAÇÃO,ORGANIZAÇÃO DO TRABALHO,OUTRO FATOR,PROCESSO DECISÓRIO,RELAÇÕES INTERPESSOAIS,SUPERVISÃO GERENCIAL",15,9,5,0,0,1
44528,"ATITUDE,CONDIÇÕES METEOROLÓGICAS ADVERSAS,JULGAMENTO DE PILOTAGEM,MOTIVAÇÃO,PLANEJAMENTO DE VOO,POUCA EXPERIÊNCIA DO PILOTO,PROCESSO DECISÓRIO",7,3,3,0,1,0
44538,"APLICAÇÃO DE COMANDOS,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM",3,0,3,0,0,0
44539,"INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",3,0,3,0,0,0
44545,"APLICAÇÃO DE COMANDOS,ATENÇÃO,COORDENAÇÃO DE CABINE,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,MEMÓRIA,PROCESSO DECISÓRIO",8,4,4,0,0,0
44549,"ATITUDE,INFRAESTRUTURA AEROPORTUÁRIA,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,SISTEMAS DE APOIO,SUPERVISÃO GERENCIAL",6,2,4,0,0,0
44553,"JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",3,0,3,0,0,0
44577,"APLICAÇÃO DE COMANDOS,ATITUDE,CULTURA ORGANIZACIONAL,INDISCIPLINA DE VOO,INFLUÊNCIAS EXTERNAS,JULGAMENTO DE PILOTAGEM,MOTIVAÇÃO,PROCESSO DECISÓRIO,PROCESSOS ORGANIZACIONAIS,RELAÇÕES INTERPESSOAIS,SUPERVISÃO GERENCIAL",11,7,4,0,0,0
44579,"APLICAÇÃO DE COMANDOS,ATENÇÃO,COMUNICAÇÃO,COORDENAÇÃO DE CABINE,DINÂMICA DE EQUIPE,PERCEPÇÃO,PLANEJAMENTO DE VOO",7,4,3,0,0,0
44597,"JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,SUPERVISÃO GERENCIAL",3,0,3,0,0,0
44611,"JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",3,0,3,0,0,0
44647,INFLUÊNCIA DO MEIO AMBIENTE,1,1,0,0,0,0
44649,"MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",2,0,2,0,0,0
44652,"APLICAÇÃO DE COMANDOS,ATITUDE,COORDENAÇÃO DE CABINE,INFRAESTRUTURA AEROPORTUÁRIA,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",6,1,5,0,0,0
44656,"APLICAÇÃO DE COMANDOS,CONDIÇÕES METEOROLÓGICAS ADVERSAS,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM",4,0,3,0,1,0
44660,"ATENÇÃO,ATITUDE,CONDIÇÕES METEOROLÓGICAS ADVERSAS,ESTADO EMOCIONAL,ESTRESSE,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,MOTIVAÇÃO,OUTRO FATOR,PERCEPÇÃO,PLANEJAMENTO DE VOO,PLANEJAMENTO GERENCIAL,PROCESSO DECISÓRIO,RELAÇÕES INTERPESSOAIS,SISTEMAS DE APOIO,SOBRECARGA DE TAREFAS,SUPERVISÃO GERENCIAL",18,11,5,0,1,1
44661,"APLICAÇÃO DE COMANDOS,CONHECIMENTO DE NORMAS (ATS),COORDENAÇÃO DE CABINE,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,OUTRO FATOR",5,1,3,0,0,1
44775,"ATENÇÃO,CONDIÇÕES METEOROLÓGICAS ADVERSAS,CULTURA ORGANIZACIONAL,ESTADO EMOCIONAL,JULGAMENTO DE PILOTAGEM,MOTIVAÇÃO,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO,SUPERVISÃO GERENCIAL",9,5,3,0,1,0
44796,"ANSIEDADE,APLICAÇÃO DE COMANDOS,ATITUDE,COORDENAÇÃO DE CABINE,CULTURA DO GRUPO DE TRABALHO,CULTURA ORGANIZACIONAL,DINÂMICA DE EQUIPE,ESQUECIMENTO DO PILOTO,ESTADO EMOCIONAL,ESTRESSE,FABRICAÇÃO,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,PROCESSO DECISÓRIO,PROJETO,RELAÇÕES INTERPESSOAIS,SUPERVISÃO GERENCIAL",18,10,6,2,0,0
44817,"APLICAÇÃO DE COMANDOS,COORDENAÇÃO DE CABINE,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,POUCA EXPERIÊNCIA DO PILOTO,SUPERVISÃO GERENCIAL",7,0,7,0,0,0
44837,"JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",2,0,2,0,0,0
44838,"APLICAÇÃO DE COMANDOS,MANUTENÇÃO DE AERONAVE,OUTRO FATOR,SUPERVISÃO GERENCIAL",4,0,3,0,0,1
44853,"APLICAÇÃO DE COMANDOS,ATENÇÃO,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INSTRUÇÃO,PERCEPÇÃO,PROCESSO DECISÓRIO,SUPERVISÃO GERENCIAL",7,4,3,0,0,0
44855,"ATITUDE,CLIMA ORGANIZACIONAL,CONDIÇÕES METEOROLÓGICAS ADVERSAS,ESTRESSE,MOTIVAÇÃO,PERCEPÇÃO,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO,RELAÇÕES INTERPESSOAIS",9,7,1,0,1,0
44879,"INSTRUÇÃO,POUCA EXPERIÊNCIA DO PILOTO",2,0,2,0,0,0
44881,"APLICAÇÃO DE COMANDOS,COMUNICAÇÃO,COORDENAÇÃO DE CABINE,DINÂMICA DE EQUIPE,OUTRO FATOR,POUCA EXPERIÊNCIA DO PILOTO",6,2,3,0,0,1
44885,"APLICAÇÃO DE COMANDOS,MANUTENÇÃO DE AERONAVE,PESSOAL DE APOIO,PLANEJAMENTO GERENCIAL,PROJETO",5,0,4,1,0,0
44887,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
44888,"INSTRUÇÃO,SISTEMAS DE APOIO",2,1,1,0,0,0
44926,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
44944,"ATITUDE,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,MOTIVAÇÃO",4,2,2,0,0,0
44966,"ATENÇÃO,ATITUDE,PERCEPÇÃO,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO,SISTEMAS DE APOIO",6,5,1,0,0,0
44967,"ESQUECIMENTO DO PILOTO,INSTRUÇÃO,MANUTENÇÃO DE AERONAVE,MEMÓRIA,SUPERVISÃO GERENCIAL",5,1,4,0,0,0
44968,"APLICAÇÃO DE COMANDOS,CULTURA ORGANIZACIONAL,INSTRUÇÃO,POUCA EXPERIÊNCIA DO PILOTO,SUPERVISÃO GERENCIAL",5,1,4,0,0,0
44969,"APLICAÇÃO DE COMANDOS,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,SUPERVISÃO GERENCIAL",4,0,4,0,0,0
44986,"FABRICAÇÃO,PROJETO",2,0,0,2,0,0
44988,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM,OUTRO FATOR,SUPERVISÃO GERENCIAL",4,0,3,0,0,1
44993,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM",2,0,2,0,0,0
44996,"JULGAMENTO DE PILOTAGEM,OUTRO FATOR,PLANEJAMENTO DE VOO",3,0,2,0,0,1
45025,"JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",3,0,3,0,0,0
45048,"INDISCIPLINA DE VOO,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,SUPERVISÃO GERENCIAL",4,0,4,0,0,0
45049,"MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",2,0,2,0,0,0
45050,PLANEJAMENTO DE VOO,1,0,1,0,0,0
45052,"APLICAÇÃO DE COMANDOS,MANUTENÇÃO DE AERONAVE,OUTRO FATOR,SUPERVISÃO GERENCIAL",4,0,3,0,0,1
45053,"APLICAÇÃO DE COMANDOS,ATITUDE,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INSTRUÇÃO,MOTIVAÇÃO,PLANEJAMENTO DE VOO,POUCA EXPERIÊNCIA DO PILOTO,RELAÇÕES INTERPESSOAIS,SUPERVISÃO GERENCIAL",9,4,5,0,0,0
45054,"MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",2,0,2,0,0,0
45055,"ATENÇÃO,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,MEMÓRIA,OUTRO FATOR,PROCESSO DECISÓRIO",6,3,2,0,0,1
45056,"CONDIÇÕES METEOROLÓGICAS ADVERSAS,JULGAMENTO DE PILOTAGEM,MOTIVAÇÃO,PERCEPÇÃO,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO",6,3,2,0,1,0
45058,"MANUTENÇÃO DE AERONAVE,PLANEJAMENTO GERENCIAL,SUPERVISÃO GERENCIAL",3,0,3,0,0,0
45060,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM,POUCA EXPERIÊNCIA DO PILOTO,PROCESSO DECISÓRIO",4,1,3,0,0,0
45061,"ATITUDE,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,PROCESSO DECISÓRIO",4,2,2,0,0,0
45062,INFLUÊNCIA DO MEIO AMBIENTE,1,1,0,0,0,0
45065,"CONDIÇÕES METEOROLÓGICAS ADVERSAS,PLANEJAMENTO DE VOO,SISTEMAS DE APOIO",3,1,1,0,1,0
45070,"JULGAMENTO DE PILOTAGEM,PLANEJAMENTO GERENCIAL,SUPERVISÃO GERENCIAL",3,0,3,0,0,0
45072,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM",2,0,2,0,0,0
45087,"ATENÇÃO,ATITUDE,CARACTERÍSTICAS DA TAREFA,CULTURA DO GRUPO DE TRABALHO,JULGAMENTO DE PILOTAGEM,OUTRO FATOR,PERCEPÇÃO,PLANEJAMENTO DE VOO,SUPERVISÃO GERENCIAL",9,5,3,0,0,1
45088,"APLICAÇÃO DE COMANDOS,ATITUDE,CONDIÇÕES METEOROLÓGICAS ADVERSAS,ESTRESSE,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,MOTIVAÇÃO,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO",10,5,4,0,1,0
45089,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM",2,0,2,0,0,0
45090,"APLICAÇÃO DE COMANDOS,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INSTRUÇÃO,PROCESSOS ORGANIZACIONAIS,SUPERVISÃO GERENCIAL",5,2,3,0,0,0
45096,CONDIÇÕES METEOROLÓGICAS ADVERSAS,1,0,0,0,1,0
45098,"APLICAÇÃO DE COMANDOS,PLANEJAMENTO DE VOO",2,0,2,0,0,0
45100,"APLICAÇÃO DE COMANDOS,INSTRUÇÃO,PROCESSOS ORGANIZACIONAIS,SUPERVISÃO GERENCIAL",4,1,3,0,0,0
45102,"APLICAÇÃO DE COMANDOS,ATENÇÃO,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM",4,1,3,0,0,0
45127,"MEMÓRIA,PROCESSO DECISÓRIO",2,2,0,0,0,0
45151,"ATITUDE,INFRAESTRUTURA AEROPORTUÁRIA,JULGAMENTO DE PILOTAGEM,PERCEPÇÃO,PESSOAL DE APOIO,PROCESSO DECISÓRIO,SUPERVISÃO GERENCIAL",7,3,4,0,0,0
45153,"APLICAÇÃO DE COMANDOS,COORDENAÇÃO DE CABINE,INSTRUÇÃO,MANUTENÇÃO DE AERONAVE,PLANEJAMENTO DE VOO,PLANEJAMENTO GERENCIAL,POUCA EXPERIÊNCIA DO PILOTO,SUPERVISÃO GERENCIAL",8,0,8,0,0,0
45187,"APLICAÇÃO DE COMANDOS,ESQUECIMENTO DO PILOTO,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,POUCA EXPERIÊNCIA DO PILOTO",5,0,5,0,0,0
45188,"APLICAÇÃO DE COMANDOS,ATITUDE,DINÂMICA DE EQUIPE,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,JULGAMENTO DE PILOTAGEM,POUCA EXPERIÊNCIA DO PILOTO,PROCESSO DECISÓRIO,SUPERVISÃO GERENCIAL",8,4,4,0,0,0
45212,"JULGAMENTO DE PILOTAGEM,OUTRO FATOR",2,0,1,0,0,1
45213,"ATENÇÃO,ATITUDE,INDISCIPLINA DE VOO",3,2,1,0,0,0
45215,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,POUCA EXPERIÊNCIA DO PILOTO",4,0,4,0,0,0
45222,"INFRAESTRUTURA AEROPORTUÁRIA,JULGAMENTO DE PILOTAGEM,PROCESSO DECISÓRIO",3,1,2,0,0,0
45228,"APLICAÇÃO DE COMANDOS,POUCA EXPERIÊNCIA DO PILOTO",2,0,2,0,0,0
45237,"CONDIÇÕES METEOROLÓGICAS ADVERSAS,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",3,0,2,0,1,0
45250,"COMUNICAÇÃO,CONDIÇÕES METEOROLÓGICAS ADVERSAS,JULGAMENTO DE PILOTAGEM,MOTIVAÇÃO,PLANEJAMENTO DE VOO,POUCA EXPERIÊNCIA DO PILOTO,SISTEMAS DE APOIO",7,3,3,0,1,0
45251,"ATENÇÃO,ATITUDE,CLIMA ORGANIZACIONAL,CONDIÇÕES FÍSICAS DO TRABALHO,CULTURA DO GRUPO DE TRABALHO,JULGAMENTO DE PILOTAGEM,PERCEPÇÃO,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO,SUPERVISÃO GERENCIAL",10,7,3,0,0,0
45252,"CONHECIMENTO DE NORMAS (ATS),INFRAESTRUTURA AEROPORTUÁRIA,PLANEJAMENTO DE VOO,PLANEJAMENTO GERENCIAL,SUPERVISÃO GERENCIAL",5,0,5,0,0,0
45268,"JULGAMENTO DE PILOTAGEM,PROCESSO DECISÓRIO",2,1,1,0,0,0
45270,"APLICAÇÃO DE COMANDOS,CONDIÇÕES METEOROLÓGICAS ADVERSAS",2,0,1,0,1,0
45272,"APLICAÇÃO DE COMANDOS,INSTRUÇÃO,POUCA EXPERIÊNCIA DO PILOTO,SUPERVISÃO GERENCIAL",4,0,4,0,0,0
45273,"APLICAÇÃO DE COMANDOS,COORDENAÇÃO DE CABINE,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,SUPERVISÃO GERENCIAL",5,0,5,0,0,0
45274,"APLICAÇÃO DE COMANDOS,INSTRUÇÃO,POUCA EXPERIÊNCIA DO PILOTO,SUPERVISÃO GERENCIAL",4,0,4,0,0,0
45277,"JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",2,0,2,0,0,0
45279,"DESORIENTAÇÃO,JULGAMENTO DE PILOTAGEM,PERCEPÇÃO,POUCA EXPERIÊNCIA DO PILOTO",4,2,2,0,0,0
45280,"APLICAÇÃO DE COMANDOS,PLANEJAMENTO DE VOO,SUPERVISÃO GERENCIAL",3,0,3,0,0,0
45282,"APLICAÇÃO DE COMANDOS,ATITUDE,JULGAMENTO DE PILOTAGEM,MEMÓRIA,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO,SUPERVISÃO GERENCIAL",7,3,4,0,0,0
45284,"APLICAÇÃO DE COMANDOS,INFRAESTRUTURA AEROPORTUÁRIA,JULGAMENTO DE PILOTAGEM",3,0,3,0,0,0
45286,"APLICAÇÃO DE COMANDOS,INFRAESTRUTURA AEROPORTUÁRIA,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",4,0,4,0,0,0
45288,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM",2,0,2,0,0,0
45292,"CONDIÇÕES METEOROLÓGICAS ADVERSAS,PLANEJAMENTO DE VOO",2,0,1,0,1,0
45307,"ATITUDE,JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE,PROCESSOS ORGANIZACIONAIS,SUPERVISÃO GERENCIAL",5,2,3,0,0,0
45331,"APLICAÇÃO DE COMANDOS,ATENÇÃO,CLIMA ORGANIZACIONAL,COMUNICAÇÃO,COORDENAÇÃO DE CABINE,CULTURA DO GRUPO DE TRABALHO,CULTURA ORGANIZACIONAL,DESVIO DE NAVEGAÇÃO,DINÂMICA DE EQUIPE,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,FRASEOLOGIA DO ÓRGÃO ATS,LIDERANÇA,PERCEPÇÃO,PROCESSOS ORGANIZACIONAIS,SUPERVISÃO GERENCIAL",15,10,5,0,0,0
45390,"JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",2,0,2,0,0,0
45392,"INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,POUCA EXPERIÊNCIA DO PILOTO",4,0,4,0,0,0
45393,"INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,POUCA EXPERIÊNCIA DO PILOTO,SUPERVISÃO GERENCIAL",4,0,4,0,0,0
45396,"INDISCIPLINA DE VOO,MANUTENÇÃO DE AERONAVE,PLANEJAMENTO DE VOO,SUPERVISÃO GERENCIAL",4,0,4,0,0,0
45397,"INFLUÊNCIA DO MEIO AMBIENTE,INSTRUÇÃO,PROJETO",3,1,1,1,0,0
45399,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
45400,"COORDENAÇÃO DE CABINE,MANUTENÇÃO DE AERONAVE",2,0,2,0,0,0
45403,"INFRAESTRUTURA AEROPORTUÁRIA,PLANEJAMENTO DE VOO",2,0,2,0,0,0
45412,"APLICAÇÃO DE COMANDOS,ATITUDE,CARACTERÍSTICAS DA TAREFA,CONDIÇÕES METEOROLÓGICAS ADVERSAS,INDISCIPLINA DE VOO,MOTIVAÇÃO,ORGANIZAÇÃO DO TRABALHO,PERCEPÇÃO,PROCESSO DECISÓRIO,SUPERVISÃO GERENCIAL",10,6,3,0,1,0
45466,"ATENÇÃO,ESQUECIMENTO DO PILOTO,OUTRO FATOR",3,1,1,0,0,1
45487,"ATITUDE,CULTURA ORGANIZACIONAL,EQUIPAMENTO - CARACTERÍSTICAS ERGONÔMICAS,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INDISCIPLINA DE VOO,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE,MEMÓRIA,PLANEJAMENTO GERENCIAL,SUPERVISÃO GERENCIAL",11,5,6,0,0,0
45490,"ATITUDE,CONDIÇÕES METEOROLÓGICAS ADVERSAS,CULTURA DO GRUPO DE TRABALHO,DESORIENTAÇÃO,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,PROCESSO DECISÓRIO",8,5,2,0,1,0
45523,"APLICAÇÃO DE COMANDOS,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE",4,0,4,0,0,0
45524,"JULGAMENTO DE PILOTAGEM,POUCA EXPERIÊNCIA DO PILOTO",2,0,2,0,0,0
45525,"MANUTENÇÃO DE AERONAVE,PROCESSOS ORGANIZACIONAIS",2,1,1,0,0,0
45526,"ILUSÕES VISUAIS,INFLUÊNCIA DO MEIO AMBIENTE,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",4,2,2,0,0,0
45528,"ATITUDE,COMUNICAÇÃO,CULTURA ORGANIZACIONAL,INDISCIPLINA DE VOO,INFLUÊNCIAS EXTERNAS,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,MOTIVAÇÃO,ORGANIZAÇÃO DO TRABALHO,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO",11,7,4,0,0,0
45553,"APLICAÇÃO DE COMANDOS,ATITUDE,CONDIÇÕES METEOROLÓGICAS ADVERSAS,COORDENAÇÃO DE CABINE,ESTRESSE,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE,MEMÓRIA,MOTIVAÇÃO,ORGANIZAÇÃO DO TRABALHO",12,6,5,0,1,0
